,VEHQ,BEDROOMQ,STATE,SAVACCTX,EARNCOMP,NEWID,AGE_REF,SWIMPOOL,HLFBATHQ,FINDRETX,INCLASS,SEX2,OCCUCOD1,OCCUCOD2,NO_EARNR,SECESTX,RACE2,REF_RACE,VEHQL,FAM_SIZE,SEX_REF,PERSLT18,POVLEVCY,BATHRMQ,AGE2,TOTEXPCQ,PERSOT64,INC_RANK,NUM_AUTO,TOTEXPPQ,REGION,Entertainment,Misc,Housing,housing,Neccessities,Type_home,Income,Transportation,Medical
0,5,4,9.0,89000,2,2511505,59,1.0,1,0,9,2.0,12.0,2.0,2,150000,1.0,1,0,2,1,0,15989,2,57,0.0,0,0.7373,1,19665.7501,1.0,441.0,291.0,2878.0,6.0,4776.0,1,111523.7501,8866.0,494.0
1,1,2,36.0,600,8,2511555,49,,0,0,1,,,,0,.,,1,0,1,2,0,12424,1,.,0.0,0,0.0149,1,9314.0,1.0,166.0,765.0,5451.0,6.0,1530.0,8,1700.0,2348.0,753.0
2,3,4,6.0,39000,1,2511565,62,,0,0,5,,4.0,,1,300000,,1,0,1,2,0,12424,2,.,0.0,0,0.2342,2,7291.8,4.0,716.0,270.0,2705.0,0.0,4391.0,1,21185.8,2210.0,500.0
3,1,2,36.0,.,2,2511575,35,,0,0,9,2.0,1.0,2.0,2,.,1.0,1,0,4,1,2,24219,1,31,0.0,0,0.7905,1,19083.9999,1.0,1070.0,538.0,7765.0,5.0,7210.0,8,189811.4999,7314.0,450.0
4,3,3,2.0,8000,1,2511585,57,,1,2400,7,1.0,3.0,,1,350000,1.0,1,0,2,2,0,15989,2,57,0.0,0,0.4921,1,16860.0001,4.0,1525.0,409.0,3743.5,0.0,11113.0,1,48149.5001,5900.0,519.0
5,3,3,25.0,5000,2,2511595,54,1.0,0,0,9,2.0,3.0,3.0,2,.,1.0,1,0,2,1,0,15989,2,54,0.0,0,0.8737,1,14825.5001,1.0,743.0,672.0,3932.0,0.0,6621.0,1,242870.5001,4914.0,373.0
6,1,2,34.0,.,2,2511615,37,,1,0,9,2.0,8.0,4.0,2,.,1.0,1,1,2,1,0,15989,1,29,0.0,0,0.894,1,21439.25,1.0,420.0,330.0,12826.0,5.0,5270.0,4,262486.25,6170.0,107.0
7,2,4,6.0,4000,2,2511625,28,,0,0,8,1.0,2.0,2.0,2,.,1.0,1,0,3,2,1,19219,2,32,0.0,0,0.6131,2,12083.5,4.0,392.0,390.0,5998.0,0.0,4280.0,1,121447.5,2100.0,671.0
8,0,1,15.0,0,8,2511645,52,1.0,0,0,3,,,,0,.,,6,0,1,1,0,12424,1,.,0.0,0,0.098,0,2212.0,4.0,90.0,91.0,948.0,6.0,1082.0,7,11172.0,540.0,285.0
9,3,4,6.0,2000,4,2511675,62,,1,4000,9,,3.0,,2,.,,4,0,3,1,0,18680,2,.,0.0,0,0.8753,2,17154.8,4.0,237.0,528.0,3753.0,0.0,8871.0,1,227483.8,8011.0,2050.0
10,1,3,12.0,14346,8,2511695,64,1.0,0,0,9,1.0,,,0,2211492,1.0,1,1,2,2,0,15989,2,68,0.0,1,0.7063,1,35715.45,3.0,2663.0,630.0,11405.75,5.0,8715.0,1,75579.0,14045.0,5273.7
11,3,3,,14000,2,2511735,61,,0,6000,9,2.0,15.0,4.0,2,120000,1.0,1,0,2,1,0,15989,2,60,0.0,0,0.461,0,15354.4426,2.0,443.0,177.0,3751.5,5.0,3095.0,1,86928.94260000001,1676.0,3630.0
12,2,3,12.0,0,8,2511765,67,,0,0,6,2.0,,,0,.,1.0,1,0,2,1,0,14430,2,65,0.0,2,0.4446,1,8021.4,3.0,109.0,300.0,2916.0,5.0,5060.0,1,39542.0,2764.0,674.4
13,1,2,31.0,2000,1,2511795,23,,0,550,5,,1.0,,1,.,,1,0,2,2,0,15989,1,.,0.0,0,0.2651,1,4584.9498,2.0,155.0,15.0,2258.0,0.0,1662.0,1,48669.9498,1096.0,0.0
14,2,3,,0,8,2511815,67,,0,0,4,,,,0,.,,1,0,3,2,1,19219,2,.,0.0,1,0.206,2,17403.95,3.0,902.0,1105.0,3650.25,5.0,1750.0,1,18796.0,4924.0,2899.7
15,1,4,8.0,.,4,2511825,49,,0,0,9,,1.0,,2,.,,1,0,2,1,0,15989,2,.,0.0,0,0.9436,1,18655.2501,4.0,531.0,156.0,7176.0,0.0,9360.0,1,325079.2501,2769.0,270.0
16,0,3,,.,2,2511855,66,,0,0,6,1.0,10.0,10.0,2,.,1.0,1,0,2,2,0,14430,2,63,0.0,1,.,0,5872.55,3.0,132.0,105.0,3121.0,5.0,2600.0,2,719.55,1800.0,0.0
17,2,4,29.0,35000,5,2511905,68,,1,0,9,2.0,,4.0,1,1500000,1.0,1,0,2,1,0,14430,2,67,0.0,2,0.7257,0,22255.15,2.0,2629.0,532.0,4082.0,5.0,9599.0,1,99550.5,2532.0,3673.4
18,2,3,12.0,0,1,2511955,56,1.0,0,0,5,1.0,5.0,,1,.,1.0,1,0,2,2,0,15989,2,60,0.0,0,0.3089,1,7525.0,3.0,375.0,465.0,1886.0,5.0,4700.0,1,51659.0,3620.0,50.0
19,2,4,,.,2,2511965,38,,1,0,9,1.0,3.0,3.0,2,.,4.0,4,0,4,2,2,24219,4,40,0.0,0,0.9666,1,23428.0,3.0,765.0,360.0,15268.0,5.0,2880.0,1,403825.0,2160.0,400.0
20,0,2,39.0,0,8,2511975,87,,0,0,4,,,,0,.,,1,1,1,2,0,11452,1,.,0.0,1,0.2187,0,4665.95,2.0,255.0,90.0,1012.25,5.0,1612.0,1,19859.0,2040.0,1318.7
21,2,3,45.0,600,4,2511985,18,1.0,0,0,6,,5.0,,2,.,,1,0,3,2,1,19219,2,.,0.0,0,0.3555,2,8993.0001,3.0,349.0,240.0,3601.0,5.0,3469.0,8,62593.000100000005,3212.0,662.0
22,7,4,24.0,3500,3,2511995,59,,1,8400,9,2.0,14.0,1.0,4,152000,1.0,1,0,4,1,0,24631,2,51,0.0,0,0.9199,3,26483.4998,3.0,2500.0,725.0,6419.0,5.0,6911.0,1,288424.4998,9930.5,1894.0
23,0,3,48.0,0,8,2512005,69,,0,0,5,,,,0,.,,1,0,1,2,0,11452,2,.,0.0,1,0.2372,0,4731.95,3.0,554.0,150.0,1714.25,5.0,1640.0,9,21459.0,540.0,1165.7
24,6,4,33.0,20000,3,2512045,51,,1,0,9,1.0,5.0,15.0,5,.,1.0,1,0,7,2,1,39553,1,51,0.0,1,0.7783,3,19367.15,1.0,667.0,1290.0,4677.0,5.0,7735.0,1,172235.2,13567.0,824.7
25,2,2,6.0,0,2,2512055,32,,0,0,6,2.0,13.0,10.0,2,.,1.0,1,0,4,1,2,24219,1,31,0.0,0,0.4106,1,9834.2501,4.0,440.0,810.0,5145.0,5.0,5600.0,3,71719.2501,1860.0,0.0
26,1,2,41.0,1300,1,2512085,24,,0,0,4,,4.0,,1,.,,1,0,2,2,1,16460,1,.,0.0,0,0.2036,1,6185.0001,4.0,169.0,180.0,2379.0,0.0,3840.0,5,33827.0001,4356.0,0.0
27,1,2,6.0,500000,1,2512105,47,1.0,0,0,9,2.0,1.0,,1,.,4.0,4,0,3,1,1,19219,2,44,0.0,0,0.8373,1,29795.5001,4.0,273.0,165.0,6788.0,5.0,5904.0,8,216046.5001,31114.0,500.0
28,3,3,26.0,0,3,2512145,48,,0,0,8,2.0,12.0,4.0,3,.,1.0,1,0,3,1,0,18680,1,43,0.0,0,0.5206,0,9508.8,2.0,323.0,294.0,4160.0,5.0,1040.0,1,97234.8,4266.0,1761.0
29,2,3,31.0,550,2,2512165,28,,0,0,8,2.0,2.0,3.0,2,.,1.0,2,0,5,1,3,28496,2,32,0.0,0,0.6603,1,12413.7501,2.0,1397.0,330.0,3961.25,5.0,4729.0,1,135381.5001,5044.0,775.0
30,1,3,42.0,.,1,2512195,54,,1,3000,9,,1.0,,1,30000,,1,0,1,2,0,12424,2,.,0.0,0,0.7503,0,14619.5001,1.0,388.0,570.0,7128.0,5.0,4552.0,2,169537.5001,3670.0,0.0
31,4,3,,20000,2,2512205,57,,0,0,9,2.0,14.0,3.0,2,.,1.0,1,0,5,1,3,28496,2,39,0.0,0,0.8852,0,16531.0,3.0,1260.0,564.0,3266.5,5.0,7240.0,1,250571.5,8412.0,1794.0
32,1,1,6.0,15000,1,2512225,31,1.0,0,0,9,2.0,3.0,,1,.,4.0,4,0,2,1,0,15989,1,27,0.0,0,0.8939,1,36903.5,4.0,2100.0,540.0,6153.0,0.0,2347.0,8,262233.5,33002.0,3000.0
33,1,4,13.0,.,5,2512265,33,,0,0,9,1.0,,5.0,1,.,1.0,1,0,4,2,2,24219,3,35,0.0,0,0.9247,0,13419.0001,3.0,420.0,450.0,5351.0,5.0,5980.0,1,302306.0001,2000.0,1352.0
34,3,5,,140000,2,2512285,53,,0,1100,9,1.0,13.0,12.0,2,10000,1.0,1,0,2,2,0,15989,3,57,0.0,0,0.7542,1,11090.4429,2.0,192.0,255.0,1310.5,0.0,2322.0,1,103603.1929,7186.0,508.0
35,2,2,4.0,75,8,2512295,58,,0,0,2,,,,0,.,,6,0,1,2,0,12424,1,.,0.0,0,0.056,1,4920.0,4.0,585.0,90.0,1408.0,6.0,2214.0,1,7200.0,3265.25,10.0
36,2,3,51.0,22000,1,2512305,31,,0,0,9,,3.0,,1,.,,1,0,2,1,0,15989,3,.,0.0,0,0.9028,1,16403.4501,3.0,2103.0,567.0,7032.0,5.0,4769.0,1,244207.7501,7255.0,691.7
37,0,3,26.0,3000,5,2512335,66,,1,600,9,2.0,,1.0,1,.,1.0,1,1,2,1,0,14430,1,57,0.0,1,0.6876,0,11528.1999,2.0,495.0,254.0,2521.0,5.0,5359.0,1,114221.4999,6449.0,374.7
38,0,2,36.0,0,7,2512345,66,,0,0,5,,,,1,.,,1,0,6,1,3,32917,1,.,0.0,1,0.2504,0,8037.4501,1.0,315.0,327.0,3489.0,6.0,6167.0,8,34966.4501,1170.0,30.0
39,0,5,,0,8,2512355,57,,0,0,2,,,,0,.,,1,0,1,1,0,12424,1,.,0.0,0,0.0815,0,1701.0,2.0,0.0,60.0,828.0,0.0,910.0,1,9906.0,0.0,98.0
40,1,3,36.0,.,8,2512375,87,,1,0,8,,,,0,.,,1,0,1,1,0,11452,1,.,0.0,1,0.6443,1,19070.2,1.0,489.0,192.0,12830.5,5.0,1504.0,1,64859.0,3381.0,2053.7
41,4,4,34.0,.,2,2512395,40,,0,0,9,2.0,10.0,10.0,2,.,2.0,2,0,5,1,3,28496,3,39,0.0,0,.,3,25948.6,1.0,602.0,790.0,10042.0,0.0,10874.0,1,1857.6,7246.0,1073.0
42,1,3,53.0,.,7,2512405,24,,1,0,9,,,,1,.,,1,0,2,2,0,15989,2,.,0.0,0,0.6814,1,8972.5,4.0,390.0,0.0,4100.0,0.0,2595.0,1,142778.75,1575.0,350.0
43,2,3,55.0,.,2,2512465,30,,0,0,6,1.0,10.0,6.0,2,.,2.0,2,0,5,2,3,28496,2,31,0.0,0,0.337,0,16017.0999,2.0,142.0,240.0,3415.0,0.0,5496.0,4,44236.0999,15252.0,0.0
44,3,3,26.0,.,5,2512475,42,,0,0,8,2.0,,1.0,1,.,1.0,1,0,3,1,1,19219,1,35,0.0,0,0.5647,1,7900.75,2.0,330.0,90.0,2560.0,6.0,3796.0,1,92985.75,2990.0,1316.0
45,0,.,6.0,0,8,2512485,19,,.,0,1,,,,0,.,,4,0,1,2,0,12424,.,.,0.0,0,.,0,3131.0,4.0,141.0,105.0,165.0,0.0,3797.0,10,0.0,358.0,390.0
46,4,4,6.0,.,5,2512505,68,,.,0,9,2.0,,1.0,1,.,4.0,1,0,2,1,0,14430,3,63,0.0,1,0.9682,2,13566.4999,4.0,780.0,594.0,4507.0,5.0,4490.0,1,320445.4999,6598.0,150.0
47,4,4,42.0,0,2,2512525,43,,0,0,9,1.0,11.0,12.0,2,.,1.0,1,0,2,2,0,15989,1,48,0.0,0,0.7118,1,30974.9501,1.0,147.0,399.0,3758.0,5.0,2098.0,1,155485.95010000002,23104.0,4806.0
48,1,2,,500,4,2512535,20,,0,0,7,,10.0,,2,.,,1,1,3,2,1,19219,1,.,0.0,0,0.5053,0,6817.3999,2.0,715.0,257.0,2437.0,6.0,1667.0,8,92906.39989999999,3365.0,-15.0
49,3,3,,459,8,2512545,69,,0,0,7,2.0,,,0,.,1.0,1,0,2,1,0,14430,2,68,0.0,2,0.4609,1,9409.65,,1711.0,140.0,2414.75,0.0,4373.0,1,41279.0,2097.0,1851.4
50,1,3,17.0,0,1,2512555,28,,0,0,6,1.0,5.0,,1,.,2.0,1,0,5,2,3,28496,2,34,0.0,0,.,1,4755.6999,2.0,291.0,0.0,1899.0,6.0,3120.0,9,9837.6999,2382.0,36.0
51,1,2,23.0,0,8,2512575,82,,1,0,6,1.0,,,0,.,1.0,1,0,2,2,0,14430,1,87,0.0,2,0.4244,1,10956.65,1.0,267.0,264.0,7891.25,6.0,1300.0,1,37186.0,1794.0,1456.4
52,4,2,23.0,0,8,2512585,77,,0,0,6,1.0,,,0,31000,1.0,1,0,2,2,0,14430,1,78,0.0,2,0.3617,1,15317.4,1.0,273.0,230.0,6233.0,6.0,3877.0,1,31474.0,7566.0,2063.4
53,1,3,42.0,10000,1,2512635,23,,1,0,7,,8.0,,1,.,,1,1,1,1,0,12424,1,.,0.0,0,0.4885,0,6208.4999,1.0,197.0,360.0,2080.0,6.0,3910.0,1,89091.4999,1800.0,0.0
54,2,3,,0,1,2512645,35,,0,0,3,,10.0,,1,.,,1,0,6,2,5,31311,1,.,0.0,0,0.1401,1,2674.05,2.0,261.0,98.0,615.5,0.0,1290.0,1,16219.55,908.0,551.0
55,2,3,,0,2,2512655,48,,1,0,9,2.0,11.0,7.0,2,.,1.0,1,0,2,1,0,15989,1,47,0.0,0,0.7747,1,14649.0001,2.0,355.0,0.0,4573.0,0.0,2430.0,9,182435.0001,2872.0,925.0
56,1,3,13.0,.,8,2512675,79,,0,0,4,,,,0,.,,2,0,1,2,0,11452,2,.,0.0,1,0.2129,1,3805.95,3.0,135.0,156.0,1173.25,5.0,1300.0,1,19275.0,1884.0,815.7
57,3,3,22.0,.,2,2512685,34,,0,0,9,1.0,2.0,11.0,2,.,1.0,1,0,4,2,1,25030,2,36,0.0,0,0.7742,1,45320.0,3.0,1284.0,504.0,2215.75,5.0,5148.0,9,181721.25,42646.0,0.0
58,8,3,21.0,0,7,2512715,70,,1,0,9,2.0,,,1,.,1.0,1,0,3,1,0,18680,3,65,0.0,2,0.7103,1,31613.9,3.0,3639.0,399.0,3003.0,5.0,5628.0,1,105181.5,22459.0,2162.4
59,4,4,6.0,.,6,2512735,54,1.0,0,0,9,1.0,,1.0,2,.,1.0,1,0,6,2,1,34302,3,55,0.0,0,.,1,24636.8999,4.0,1254.0,75.0,9865.0,5.0,8850.0,1,2107.8999,4480.0,1580.0
60,2,3,13.0,.,1,2512765,55,,0,0,6,,7.0,,1,.,,1,0,1,1,0,12424,2,.,0.0,0,.,0,3937.7501,3.0,225.0,180.0,1446.0,5.0,2860.0,1,761.7501,150.0,0.0
61,1,4,6.0,.,1,2512795,74,,0,0,7,,4.0,,1,.,,1,0,1,2,0,11452,2,.,0.0,1,0.4825,1,5718.3499,4.0,178.0,94.0,2408.0,5.0,1870.0,1,77798.64989999999,1198.0,1009.7
62,0,1,6.0,.,8,2512845,79,,0,0,1,,,,0,.,,1,1,2,2,0,14430,2,.,0.0,1,0.0319,0,6583.65,4.0,244.0,90.0,1313.25,5.0,3640.0,1,3350.0,2652.25,1445.4
63,0,4,6.0,0,1,2512865,41,,0,600,7,2.0,7.0,,1,.,1.0,1,0,4,1,2,24219,3,38,0.0,0,0.5121,0,9025.35,4.0,923.0,138.0,1681.0,6.0,7056.0,1,81485.6,3792.0,264.0
64,0,0,36.0,0,8,2512895,69,,0,0,3,,,,0,.,,2,0,1,1,0,11452,1,.,0.0,1,0.1036,0,1131.75,1.0,0.0,0.0,718.0,6.0,795.0,8,11820.0,0.0,0.0
65,1,2,36.0,0,8,2512925,39,,1,0,6,,,,0,.,,1,0,3,2,2,19243,2,.,0.0,0,.,1,24264.0,1.0,480.0,381.0,18534.0,6.0,4842.0,1,0.0,2692.0,2400.0
66,3,3,31.0,300000,2,2512935,60,,0,0,9,2.0,8.0,4.0,2,.,1.0,1,0,2,1,0,15989,3,53,0.0,0,0.828,1,9398.0,2.0,1065.0,75.0,2001.0,5.0,1680.0,1,210195.0,904.0,490.0
67,1,1,34.0,0,4,2512975,26,,0,0,6,,10.0,,2,.,,1,0,2,2,0,15989,1,.,0.0,0,0.4011,1,6323.5001,1.0,255.0,240.0,3165.0,6.0,1750.0,8,70669.5001,3367.0,0.0
68,9,3,33.0,2000,2,2513015,33,,1,0,9,2.0,7.0,3.0,2,.,1.0,1,0,4,1,2,24219,2,27,0.0,0,0.8542,0,56562.7501,1.0,698.0,390.0,9489.0,6.0,5843.0,1,228444.0001,42546.0,2359.0
69,1,3,42.0,.,4,2513055,51,,1,0,6,,6.0,,2,.,,1,0,2,2,0,15989,1,.,0.0,0,0.4276,0,4072.15,1.0,360.0,540.0,1982.0,6.0,1560.0,1,60029.15,1535.0,0.0
70,0,2,22.0,0,1,2513085,27,,0,0,5,,10.0,,1,.,,2,0,4,2,3,24300,1,.,0.0,0,.,0,4512.15,3.0,0.0,150.0,2220.0,5.0,3210.0,6,387.15,540.0,0.0
71,1,2,15.0,.,2,2513095,57,1.0,0,0,9,1.0,6.0,1.0,2,.,1.0,1,0,2,2,0,15989,2,57,0.0,0,.,1,26916.1426,4.0,500.0,480.0,10178.0,0.0,10100.0,7,303185.1426,3759.0,2982.0
72,1,2,,0,1,2513105,61,,0,0,4,,11.0,,1,.,,2,0,3,2,1,19219,1,.,0.0,0,0.1751,0,5254.5001,3.0,205.0,286.0,922.0,6.0,2088.0,1,33315.500100000005,4035.0,191.0
73,1,1,24.0,185000,1,2513115,59,,0,0,7,,3.0,,1,.,,4,0,1,1,0,12424,1,.,0.0,0,0.4976,1,7283.75,3.0,189.0,120.0,3298.25,5.0,1321.0,8,89841.5,1055.0,165.0
74,1,3,4.0,0,1,2513165,48,,0,0,5,,5.0,,1,.,,1,0,4,2,2,24219,2,.,0.0,0,0.2269,0,5023.5,4.0,690.0,300.0,1766.0,5.0,2380.0,1,40751.5,2463.0,545.0
75,1,3,48.0,0,8,2513185,40,,1,0,4,,,,0,.,,1,0,1,2,0,12424,1,.,0.0,0,0.1952,1,3577.0,3.0,250.0,240.0,2145.0,5.0,663.0,1,18000.0,2704.0,0.0
76,0,4,32.0,0,7,2513215,56,,1,0,5,,,,2,.,,1,0,6,2,3,32917,2,.,0.0,0,.,0,5352.9,4.0,117.0,220.0,3497.0,5.0,2600.0,1,438.9,0.0,0.0
77,1,2,17.0,0,4,2513225,56,,0,0,4,,13.0,,2,.,,1,0,2,2,0,15989,1,.,0.0,0,0.064,0,6632.4501,2.0,255.0,195.0,3195.0,6.0,1567.0,4,16431.450100000002,3758.0,0.0
78,4,4,48.0,5000,1,2513235,40,,0,0,9,2.0,15.0,,1,.,1.0,1,0,5,1,3,28496,2,36,0.0,0,0.9832,1,23168.9426,3.0,1686.0,270.0,7214.5,5.0,8998.0,9,312654.4426,24426.0,-840.0
79,2,4,42.0,2000,5,2513245,44,,0,0,9,1.0,,1.0,1,.,1.0,1,0,4,2,1,25030,3,46,0.0,0,0.8136,2,13771.9,1.0,687.0,465.0,4532.0,5.0,4368.0,1,201941.9,5968.0,1500.0
80,1,2,39.0,.,8,2513255,58,,0,0,3,,,,0,.,,1,0,1,1,0,12424,1,.,0.0,0,0.106,1,5306.75,2.0,55.0,0.0,4189.75,5.0,1430.0,5,12000.0,959.0,20.0
81,3,4,6.0,.,2,2513265,30,,0,12000,9,1.0,1.0,3.0,2,.,1.0,1,0,3,2,0,18680,2,31,0.0,0,0.8544,1,26544.2501,4.0,2121.0,330.0,13174.0,5.0,7563.0,1,231161.2501,4450.0,240.0
82,1,1,31.0,2000,1,2513275,31,,1,0,6,,7.0,,1,.,,1,0,1,1,0,12424,2,.,0.0,0,0.3968,1,7307.0,2.0,519.0,120.0,3269.0,5.0,1722.0,1,68781.0,1804.0,389.0
83,2,3,4.0,.,2,2513285,47,,0,0,8,2.0,10.0,10.0,2,.,4.0,4,0,2,1,0,15989,3,45,0.0,0,.,2,16173.8427,4.0,210.0,330.0,5631.0,5.0,6724.0,1,3675.8427,1920.0,1800.0
84,3,3,15.0,.,6,2513345,57,,0,0,9,1.0,4.0,10.0,3,.,4.0,4,0,4,2,0,24631,2,62,0.0,0,0.9097,1,12055.75,4.0,150.0,97.0,2273.0,0.0,6370.0,1,222747.75,3510.0,900.0
85,3,3,9.0,0,3,2513355,36,,0,0,9,1.0,3.0,7.0,3,.,2.0,2,0,5,2,2,29213,1,40,0.0,0,0.8002,2,49699.7501,1.0,1249.0,465.0,9563.0,0.0,7800.0,1,194588.7501,37354.0,450.0
86,2,4,36.0,2800,3,2513405,46,,0,0,9,2.0,1.0,2.0,3,80000,1.0,1,0,4,1,2,24219,2,45,0.0,0,0.9827,1,26280.0,1.0,2007.0,783.0,8152.0,6.0,7727.0,1,512714.0,5797.0,810.0
87,1,4,51.0,.,5,2513425,34,,0,0,9,1.0,,15.0,1,.,2.0,1,0,6,2,3,32917,3,45,0.0,0,0.5349,0,13255.4426,3.0,0.0,600.0,5937.0,5.0,6050.0,1,102654.44260000001,3078.0,0.0
88,2,3,16.0,43800,8,2513435,61,,0,0,9,1.0,,,0,.,1.0,1,0,2,2,0,15989,2,65,0.0,1,0.7089,1,14908.4,4.0,2659.0,237.0,3080.0,5.0,6601.0,1,76157.0,5302.0,1666.4
89,2,2,6.0,0,1,2513455,52,,0,0,1,,9.0,,1,.,,1,0,4,1,2,24219,1,.,0.0,0,0.0012,1,6902.0,4.0,12.0,105.0,3532.0,0.0,4625.0,1,-2500.0,1516.0,0.0
90,1,3,42.0,25000,1,2513505,62,,0,0,7,,4.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.5119,1,3694.75,1.0,192.0,135.0,957.0,5.0,1406.0,1,60867.75,1404.0,46.0
91,1,1,6.0,1000,4,2513525,61,,0,0,7,,4.0,,2,.,,1,0,2,2,0,15989,1,.,0.0,0,0.4961,1,6532.4501,4.0,290.0,90.0,3280.0,0.0,3033.0,4,90869.4501,979.0,68.0
92,1,3,39.0,.,1,2513535,50,,1,0,4,,10.0,,1,.,,2,0,1,1,0,12424,1,.,0.0,0,.,1,8090.1001,2.0,393.0,354.0,3771.0,5.0,3190.0,1,577.1001,2292.0,380.0
93,1,3,48.0,.,1,2513565,58,,0,144,8,,1.0,,1,.,,1,0,1,1,0,12424,2,.,0.0,0,0.648,0,12328.5,3.0,294.0,0.0,2648.25,5.0,3354.0,1,134564.25,3681.0,463.0
94,3,4,22.0,.,3,2513595,56,,0,0,9,1.0,4.0,10.0,3,.,1.0,1,0,3,2,0,18680,3,55,0.0,0,0.5973,0,18657.6926,3.0,1478.0,1005.0,6473.0,5.0,4430.0,1,82417.6926,4996.0,1094.0
95,2,4,6.0,.,8,2513605,23,,1,0,4,,,,0,.,,4,0,3,1,0,18680,3,.,0.0,2,.,2,9182.4,4.0,646.0,180.0,3019.0,5.0,5015.0,1,2518.0,3430.0,719.4
96,3,3,,10000,5,2513615,63,,0,0,9,1.0,,10.0,1,.,1.0,1,0,3,2,0,18680,3,59,0.0,1,0.7259,2,12979.15,2.0,510.0,378.0,3381.0,5.0,4420.0,1,135342.45,3516.0,2500.7
97,3,2,39.0,.,2,2513645,36,,1,0,9,1.0,3.0,3.0,2,.,1.0,1,0,4,2,2,24219,1,42,0.0,0,.,0,44949.9001,2.0,1252.0,480.0,8094.0,6.0,8750.0,1,1703.9001,34021.0,1179.0
98,3,2,13.0,0,1,2513715,57,,0,0,8,2.0,14.0,,1,.,1.0,1,0,2,1,0,15989,2,63,0.0,0,0.6668,1,20473.2501,3.0,4214.0,458.0,1568.25,0.0,4155.0,1,124383.0001,2620.0,8804.0
99,1,4,2.0,250,2,2513735,47,,1,0,9,2.0,7.0,1.0,2,.,4.0,4,0,5,1,3,28496,2,46,0.0,0,.,0,9566.5999,4.0,447.0,623.0,4125.5,0.0,3716.0,1,7470.0999,3667.0,875.0
100,2,4,36.0,2000,2,2513775,41,,0,0,9,1.0,10.0,14.0,2,.,1.0,1,2,4,2,2,24219,3,41,0.0,0,0.798,0,50488.7501,1.0,240.0,630.0,10687.0,6.0,5320.0,1,192220.7501,49402.0,0.0
101,4,3,22.0,0,6,2513825,50,,0,129,8,1.0,,14.0,2,.,1.0,1,0,3,2,0,18680,2,52,0.0,0,0.6263,2,13269.0,3.0,854.0,501.0,3675.0,5.0,3380.0,1,124708.0,4739.0,2650.0
102,1,2,6.0,.,1,2513845,57,,0,0,2,,9.0,,1,.,,1,0,1,2,0,12424,2,.,0.0,0,.,1,6001.9499,4.0,410.0,381.0,2446.0,5.0,1845.0,9,5185.9499,1800.0,855.0
103,0,3,25.0,2000,1,2513855,41,,0,0,9,,1.0,,1,.,,1,1,3,2,2,19243,1,.,0.0,0,0.6837,0,14899.0001,1.0,1555.0,201.0,4006.0,6.0,3240.0,1,146027.0001,6210.0,1294.0
104,1,3,17.0,1000,5,2513885,56,,0,0,4,2.0,,10.0,1,.,4.0,4,0,2,1,0,15989,2,54,0.0,0,0.1556,0,7215.0001,2.0,1100.0,230.0,2948.0,6.0,2250.0,8,30297.000099999997,2660.0,345.0
105,1,2,26.0,0,1,2513895,36,1.0,1,0,6,,4.0,,1,.,,1,0,2,2,1,16460,1,.,0.0,0,0.3816,0,8631.0,2.0,300.0,100.0,4545.0,5.0,2635.0,8,60393.0,2402.0,234.0
106,0,1,36.0,600,8,2513915,75,,0,0,4,,,,0,.,,2,0,1,2,0,11452,1,.,0.0,1,0.1664,0,4815.0,1.0,135.0,120.0,4020.0,0.0,1310.0,7,15859.0,0.0,0.0
107,1,2,42.0,50,1,2513925,54,,0,0,9,,3.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.6824,1,10600.0,1.0,1117.0,0.0,3335.0,6.0,4005.0,8,145377.0,4038.0,387.0
108,1,4,48.0,10000,1,2513935,47,,1,63624,9,,6.0,,1,800000,,1,0,1,2,0,12424,3,.,0.0,0,0.9819,1,50391.4183,3.0,934.0,196.0,8621.0,5.0,6257.0,1,548658.4183,13334.0,2570.0
109,2,1,,500,1,2513955,25,,0,0,4,,3.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.2085,2,10470.5001,1.0,20.0,420.0,2085.0,6.0,855.0,1,38363.500100000005,14793.0,33.0
110,3,3,12.0,.,3,2513965,53,,0,0,8,1.0,10.0,15.0,3,.,1.0,1,0,3,2,0,18680,2,45,0.0,0,0.2236,1,9690.9501,3.0,1482.0,435.0,2726.5,5.0,4085.0,1,41514.4501,3359.0,306.0
111,2,6,,0,2,2513975,30,,1,0,2,1.0,10.0,12.0,2,.,1.0,1,0,4,2,2,24219,1,37,0.0,0,0.0616,1,9007.1499,1.0,1523.0,135.0,2259.0,6.0,3745.0,1,16153.249899999999,3881.5,599.4
112,2,1,13.0,0,5,2513985,38,,1,0,7,2.0,,4.0,1,.,1.0,1,0,2,1,0,15989,2,32,0.0,0,0.5013,1,6388.5,3.0,234.0,345.0,3439.0,5.0,2860.0,1,73695.5,2160.0,0.0
113,0,2,36.0,0,7,2513995,38,,0,0,6,,,,1,.,,1,1,4,2,2,24219,1,.,0.0,0,0.3428,0,9118.75,1.0,252.0,0.0,2202.0,0.0,3420.0,8,60573.75,7842.0,0.0
