,VEHQ,BEDROOMQ,STATE,SAVACCTX,EARNCOMP,NEWID,AGE_REF,SWIMPOOL,HLFBATHQ,FINDRETX,INCLASS,SEX2,OCCUCOD1,OCCUCOD2,NO_EARNR,SECESTX,RACE2,REF_RACE,VEHQL,FAM_SIZE,SEX_REF,PERSLT18,POVLEVCY,BATHRMQ,AGE2,TOTEXPCQ,PERSOT64,INC_RANK,NUM_AUTO,TOTEXPPQ,REGION,Entertainment,Misc,Housing,housing,Neccessities,Type_home,Income,Transportation,Medical
6354,2,4,12.0,.,8,2641962,87,,0,0,9,2.0,,,0,.,1.0,1,0,2,1,0,14430,3,87,6274.9333,2,0.8439,1,11558.4667,3.0,278.0,349.0,2329.0,569.0,5000.0,1,109598.0,1050.0,4737.400000000001
6355,2,3,,.,8,2641972,55,,0,0,6,2.0,,,0,.,1.0,1,0,2,1,0,15989,2,55,5053.6,0,0.362,1,2769.8,3.0,473.0,540.0,2691.0,1005.0,3145.0,9,31512.0,2376.0,1545.3999999999999
6356,2,3,39.0,.,8,2641982,64,,1,0,6,1.0,,,0,.,1.0,1,0,2,2,0,15989,1,66,5398.9667,1,0.3506,1,3117.4833,2.0,1366.0,567.0,1888.75,112.833,3031.0,1,30598.0,2022.0,2297.7
6357,0,1,42.0,.,8,2641992,87,,0,0,3,,,,0,.,,1,0,1,2,0,11452,1,.,2303.1333,1,.,0,1136.5667,1.0,225.0,84.0,1734.0,1106.0,1466.0,8,0.0,182.0,629.7
6358,3,3,4.0,.,8,2642002,60,,1,0,2,2.0,,,0,.,1.0,1,0,2,1,0,15989,1,57,1814.6667,0,0.0796,1,769.8333,4.0,270.0,78.0,775.5,154.333,1430.0,9,9770.0,448.0,82.0
6359,2,2,51.0,.,1,2642032,51,,1,0,9,,1.0,,1,.,,1,0,1,1,0,12424,1,.,27386.8333,0,0.7562,1,9232.9167,3.0,897.0,468.0,27966.0,17859.333,4725.0,7,173735.75,1819.0,900.0
6360,2,2,6.0,.,2,2642042,43,,0,0,9,2.0,7.0,3.0,2,.,4.0,4,0,2,1,0,15989,1,37,5396.1667,0,0.8445,1,3726.5833,4.0,1070.0,600.0,1710.0,115.667,3250.0,5,222103.75,3579.667,500.0
6361,1,0,6.0,.,1,2642062,24,,0,0,5,,7.0,,1,.,,1,0,1,2,0,12424,1,.,3765.0,0,0.2216,1,1674.5,4.0,640.0,147.0,2462.0,976.0,2570.0,6,40382.5,1010.0,30.0
6362,1,2,48.0,.,1,2642073,24,1.0,0,0,8,,1.0,,1,.,,1,0,1,1,0,12424,2,.,5542.1666,0,0.5889,1,2883.0833,3.0,357.0,0.0,2574.0,1513.0,2922.0000000000005,8,114040.2499,2024.667,384.0
6363,2,1,48.0,.,2,2642092,27,,0,1000,9,1.0,1.0,5.0,2,.,1.0,1,0,2,2,0,15989,1,26,9119.3333,0,0.7633,2,4177.6667,3.0,930.0,255.0,3905.0,1987.0,3895.0,5,175914.0,3865.0,720.0
6364,1,3,,.,7,2642112,54,,0,0,5,,,,1,.,,2,0,2,1,0,15989,1,.,3117.3666,0,.,0,1274.1833,3.0,105.0,0.0,1443.0,506.0,520.0,1,414.8499,2046.0,309.70000000000005
6365,1,3,13.0,.,4,2642122,41,,1,0,6,,5.0,,2,.,,2,0,5,2,4,28064,2,.,4742.0333,0,.,0,6928.5167,3.0,273.0,528.0,4949.0,1905.0,2162.0,1,719.55,4158.3330000000005,2241.0
6366,0,2,34.0,.,8,2642142,87,,0,0,5,,,,0,.,,1,0,1,1,0,11452,1,.,3160.3,1,0.2546,0,1810.65,1.0,117.0,90.0,1988.25,534.8330000000001,1039.0,4,23379.0,0.0,1188.6999999999998
6367,6,3,,.,5,2642172,31,,0,0,9,1.0,,1.0,1,.,1.0,1,0,5,2,3,28496,2,40,7695.1667,0,0.7817,0,10372.0833,3.0,2202.0,768.0,5062.0,1455.0,4263.000000000001,1,182921.25,8182.0,480.0
6368,1,3,36.0,.,7,2642182,19,,0,0,7,,,,1,.,,2,0,4,2,1,25030,1,.,10958.1667,0,0.4945,1,5183.5834,1.0,213.0,189.0,5376.0,3006.0,3995.0,8,90860.7501,6578.3330000000005,4363.0
6369,5,4,47.0,.,2,2642202,55,,0,0,9,1.0,3.0,14.0,2,.,1.0,1,0,7,2,4,37024,2,56,11987.9999,0,0.9001,1,7436.0,3.0,192.0,795.0,3151.5,163.333,15570.0,1,254341.4999,6073.0,850.0
6370,0,2,,0,1,2642225,26,,0,0,4,,5.0,,1,.,,1,0,3,2,2,19243,1,.,5921.1667,0,0.1984,0,1513.0833,3.0,1103.0,0.0,3626.0,841.0,4627.0,8,28255.25,140.0,0.0
6371,1,2,48.0,.,1,2642232,38,1.0,0,0,6,,10.0,,1,.,,1,0,2,2,1,16460,1,.,4810.0667,0,.,0,2626.5333,3.0,378.0,155.0,2301.0,1309.0,2788.0,8,1106.6,957.0,400.0
6372,2,3,17.0,.,5,2642252,65,,1,0,8,2.0,,4.0,1,.,1.0,1,0,2,1,0,14430,2,62,6110.1,1,0.6717,1,4158.55,2.0,360.0,261.0,3752.0,2775.667,4956.0,1,120480.25,1359.0,793.4000000000001
6373,2,3,,.,5,2642262,30,,0,0,6,1.0,,16.0,1,.,1.0,1,0,5,2,3,28496,2,33,5170.1667,0,0.3759,0,3261.0834,2.0,692.0,405.0,2585.0,1015.0,7996.0,1,66631.2501,1800.0,0.0
6374,1,3,41.0,.,1,2642272,31,,1,8000,8,,3.0,,1,.,,1,0,1,1,0,12424,2,.,9434.8335,0,0.6516,1,4483.4167,4.0,1507.0,145.0,4378.0,2342.667,3175.0,1,134144.2502,2315.0,780.0
6375,2,4,21.0,.,2,2642282,46,,0,693,9,2.0,1.0,2.0,2,.,1.0,1,0,4,1,2,24219,3,44,12954.7951,0,0.9795,0,7476.8976,3.0,300.0,210.0,4547.0,3991.0,9020.0,1,647446.6927,4129.0,1086.0
6376,0,1,,.,8,2642292,87,,0,0,2,,,,0,.,,1,0,1,1,0,11452,1,.,1332.6667,1,0.0514,0,719.3333,3.0,147.0,12.0,612.0,406.0,2084.0,7,6746.0,0.0,0.0
6377,2,3,42.0,.,7,2642312,87,,0,0,8,,,,1,.,,1,0,2,2,0,14430,1,.,3622.0333,1,0.3256,2,2235.0166,1.0,198.0,438.0,1423.0,200.0,2330.0,1,29397.3499,1228.0,910.7
6378,1,2,,0,5,2642335,77,,0,0,6,2.0,,1.0,1,.,1.0,1,0,2,1,0,14430,1,64,5370.9667,1,0.3965,1,2468.4834,,50.0,179.0,4309.0,2564.667,2470.0,9,43227.2501,1560.0,408.70000000000005
6379,2,3,48.0,.,1,2642402,56,,1,0,9,,3.0,,1,.,,1,0,1,1,0,12424,1,.,13385.6667,0,0.7688,1,7199.3334,3.0,1739.0,84.0,6622.0,3901.667,4470.0,1,179162.5001,5699.0,2026.0
6380,0,1,6.0,.,8,2642422,66,,0,0,4,,,,0,.,,1,0,1,1,0,11452,0,.,1984.4667,1,0.1461,0,1017.2333,4.0,0.0,15.0,1614.0,986.0,1910.0,8,14483.0,182.0,309.70000000000005
6381,3,3,6.0,.,3,2642432,44,,1,0,9,1.0,10.0,15.0,3,.,1.0,1,0,7,2,3,38118,2,50,9973.8666,0,.,1,5064.4333,4.0,210.0,675.0,6921.0,3688.333,5720.0,3,1867.2999,3655.0,1200.0
6382,0,4,25.0,.,1,2642452,24,,0,0,8,,3.0,,1,.,,1,0,1,1,0,12424,2,.,5080.1667,0,0.604,0,2866.0833,1.0,620.0,77.0,3750.0,1950.0,3803.0,4,117271.25,1145.0,106.0
6383,1,3,17.0,.,1,2642462,69,,0,0,9,2.0,3.0,,1,.,1.0,1,0,2,1,0,14430,2,68,5585.8951,2,0.972,0,3245.9475,2.0,595.0,300.0,2445.0,658.0,2750.0,2,302754.4426,1738.0,919.4000000000001
6384,1,3,32.0,.,1,2642482,42,,0,5500,9,,10.0,,1,.,,1,0,1,1,0,12424,2,.,7448.3333,0,0.7066,1,3521.6666,4.0,617.0,249.0,4556.0,2813.0,3440.0000000000005,2,138731.9999,590.0,72.0
6385,0,2,10.0,.,1,2642502,23,,0,0,4,,10.0,,1,.,,1,0,1,2,0,12424,1,.,4143.8334,0,0.1859,0,2277.4167,3.0,175.0,600.0,4770.0,2596.0,1664.0,5,34325.250100000005,450.0,0.0
6386,2,1,6.0,.,8,2642512,72,,0,0,1,2.0,,,0,.,1.0,1,0,2,1,0,14430,1,71,2284.0,2,0.0145,0,1048.0,4.0,0.0,90.0,840.0,500.0,3900.0,11,1613.0,888.0,54.0
6387,1,3,6.0,.,4,2642522,45,,0,0,6,,3.0,,3,.,,1,0,3,2,1,19219,2,.,5790.6,0,.,1,3204.3,4.0,0.0,330.0,5249.0,3000.0,4318.0,1,711.9000000000001,1750.0,0.0
6388,0,3,39.0,.,1,2642542,30,,1,0,7,,10.0,,1,.,,1,0,1,1,0,12424,1,.,5840.8334,0,0.5268,0,2659.9167,2.0,884.0,540.0,2782.5,1228.333,4400.0,1,98937.2501,2400.0,130.0
6389,1,1,53.0,.,1,2642562,24,,0,1800,6,,10.0,,1,.,,1,0,1,1,0,12424,1,.,6200.4999,0,0.4335,1,3253.25,4.0,1919.0,114.0,3106.0,1570.0,2600.0,8,77671.7499,2850.0,42.0
6390,0,2,12.0,.,8,2642582,74,,0,0,4,,,,0,.,,1,0,1,1,0,11452,2,.,1060.4667,1,0.1744,0,2715.2333,3.0,52.0,0.0,2687.0,133.0,776.0,9,16439.0,597.0,347.70000000000005
6391,0,2,,.,8,2642612,69,,0,0,3,,,,0,.,,1,0,1,1,0,11452,1,.,1089.8333,1,0.0952,0,1341.9167,2.0,381.0,74.0,807.75,17.167,650.0,1,10964.0,0.0,16.0
6392,1,4,25.0,.,1,2642642,24,,0,0,8,,3.0,,1,.,,1,0,1,1,0,12424,2,.,5559.8334,0,0.6551,0,2570.4167,1.0,859.0,115.0,3543.0,2069.0,1659.0,4,132443.2501,2396.667,180.0
6393,0,1,53.0,.,7,2642664,22,,0,0,5,,,,1,.,,1,0,2,1,0,15989,1,.,3020.0,0,.,0,1447.0,4.0,0.0,0.0,2226.0,1110.0,3068.0,6,531.0,364.0,0.0
6394,2,3,42.0,.,2,2642682,56,,0,0,9,1.0,1.0,8.0,2,.,1.0,1,0,2,2,0,15989,1,68,5900.4333,1,0.7598,1,4398.7166,1.0,733.0,436.0,2985.0,439.333,2548.0,1,142540.4499,2572.0,674.7
6395,2,3,36.0,.,4,2642692,28,,0,1000,7,,3.0,,3,.,,4,0,3,2,0,18680,1,.,8086.5333,0,0.4554,2,2599.7667,1.0,740.0,150.0,2972.0,1578.6670000000001,3220.0,1,79552.3,2252.0,2805.0
6396,1,2,36.0,.,2,2642712,69,,1,0,9,2.0,5.0,2.0,2,.,1.0,1,0,2,1,0,14430,2,61,6839.2667,1,0.7044,1,3653.6334,1.0,120.0,285.0,3637.0,3539.333,6490.0,8,152280.9001,1260.0,495.0
6397,1,4,17.0,.,2,2642722,69,,1,0,9,2.0,3.0,3.0,2,.,1.0,1,0,2,1,0,14430,2,60,10253.8,1,0.9153,1,7768.9,2.0,610.0,163.0,2666.0,1006.0,10530.0,1,278009.0,1607.0,1047.7
6398,4,5,42.0,.,3,2642742,62,,0,0,8,1.0,4.0,5.0,3,.,1.0,1,0,4,2,0,24631,2,57,19491.5,0,0.5365,3,3277.75,1.0,798.0,90.0,9554.0,534.6669999999999,3982.0,4,100956.25,7617.667,2371.0
6399,1,1,6.0,.,1,2642762,31,,0,0,5,,15.0,,1,.,,1,0,4,1,2,24219,1,.,3465.0,0,0.2496,0,2322.0,4.0,580.0,240.0,2609.0,1350.0,2600.0,5,41248.0,1520.0,0.0
6400,4,3,17.0,.,2,2642772,41,,1,2000,9,1.0,2.0,11.0,2,.,1.0,1,0,4,2,2,24219,2,45,10104.1668,0,0.7143,2,5034.5834,2.0,944.0,160.0,6144.0,3471.667,2502.0,1,155972.7502,7782.0,1030.0
6401,5,3,54.0,.,7,2642782,63,,1,0,9,,,,1,.,,1,0,6,2,1,34302,1,.,15155.2001,0,0.2256,2,5705.6,3.0,1756.0,1020.0,4596.0,238.333,7149.999999999999,1,21179.8001,8439.0,0.0
6402,1,4,15.0,.,4,2642792,52,,0,0,7,,10.0,,2,.,,4,0,3,2,0,18680,2,.,5241.0333,0,0.5175,1,2403.5167,4.0,198.0,548.0,2820.0,266.66700000000003,3492.0,1,86991.55,1922.0,71.0
6403,2,3,48.0,.,8,2642802,61,,0,0,1,1.0,,,0,.,1.0,1,0,2,2,0,15989,2,62,4108.6333,0,0.0253,0,1595.3167,3.0,318.0,218.0,1518.25,651.8330000000001,2912.0,1,2599.0,528.0,1205.6999999999998
6404,2,3,4.0,.,2,2642822,29,,0,0,5,1.0,4.0,15.0,2,.,1.0,1,0,5,2,2,29213,2,34,4033.3667,0,0.3107,1,1883.6834,4.0,145.0,120.0,3341.0,1505.0,2925.0,1,46817.0501,533.0,0.0
6405,0,3,34.0,.,1,2642832,64,,0,0,7,,3.0,,1,.,,1,1,1,2,0,12424,1,.,4291.6334,0,.,0,2028.3167,1.0,177.0,126.0,2249.0,1012.6669999999999,2470.0,1,783.9501,2650.0,300.0
6406,2,1,32.0,.,1,2642852,27,1.0,0,0,4,2.0,5.0,,1,.,1.0,1,0,3,1,1,19219,1,30,4186.0001,0,0.2098,1,1802.5,4.0,206.0,180.0,2549.0,1196.0,3499.0,8,38363.500100000005,2050.667,0.0
6407,2,3,,.,1,2642862,69,,0,0,8,2.0,10.0,,1,.,1.0,1,0,2,1,0,14430,1,68,5731.0001,2,0.6261,1,2742.5,3.0,436.0,699.0,1843.5,255.0,3350.0,1,95975.60010000001,2004.0,1797.3999999999999
6408,2,3,25.0,.,3,2642872,41,,0,0,9,1.0,7.0,7.0,5,.,4.0,4,0,8,2,2,43555,1,44,12836.6666,0,0.9518,1,6162.3333,1.0,1332.0,1290.0,4725.5,5399.3330000000005,6940.0,8,343251.4999,4898.0,1200.0
6409,3,3,,.,8,2642882,69,,0,0,7,2.0,,,0,.,1.0,1,0,4,1,0,24631,2,64,6327.2667,1,0.513,1,2890.6333,3.0,1501.0,818.0,2705.5,890.0,2580.0,1,46858.0,2793.0,2357.3999999999996
6410,1,3,34.0,.,3,2642904,32,,0,0,8,2.0,10.0,10.0,3,.,1.0,1,0,6,1,2,33595,2,32,9472.9667,0,.,1,7587.9833,1.0,489.0,1170.0,8908.0,3000.0,5991.0,3,45245.95,3003.333,390.0
6411,2,5,45.0,.,2,2642942,37,,2,200,9,1.0,2.0,2.0,2,.,1.0,1,0,6,2,2,33595,4,32,14894.1335,0,0.9552,0,7493.5667,3.0,527.0,278.0,7147.0,4270.333,8440.0,1,271926.0002,6837.0,2629.7000000000003
6412,0,3,36.0,.,8,2642962,65,,1,0,7,2.0,,,0,.,1.0,1,0,2,1,0,14430,1,62,11564.3333,1,.,0,2259.6667,1.0,8194.0,465.0,6753.0,4558.667,4533.0,1,0.0,6705.0,120.0
6413,2,5,24.0,.,4,2642972,42,,0,0,9,,3.0,,2,.,,4,0,2,1,0,15989,3,.,8006.8333,0,0.687,1,5443.9166,3.0,219.0,0.0,2827.5,2198.0,7648.0,1,145896.2499,4006.667,1500.0
6414,3,4,49.0,.,2,2642982,29,,1,0,9,1.0,3.0,3.0,2,.,1.0,1,0,4,2,2,24219,2,29,8567.3334,0,0.6797,1,7218.1667,4.0,1329.0,180.0,7276.0,3459.0,4170.0,1,152968.5001,1870.0,638.0
6415,1,4,25.0,.,4,2643002,29,,0,0,8,,10.0,,2,.,,1,0,6,2,3,32917,1,.,7952.3666,0,0.412,0,4636.1833,1.0,1367.0,114.0,8288.0,2600.0,3544.0,8,64847.5499,1426.333,0.0
6416,1,4,13.0,.,1,2643042,55,,1,0,9,,3.0,,1,.,,1,0,1,1,0,12424,2,.,7957.1666,0,0.9069,1,4141.5833,3.0,1110.0,480.0,4787.0,2787.0,4261.0,1,272251.7499,3374.0,180.0
6417,0,3,4.0,.,1,2643072,50,,0,0,6,2.0,15.0,,1,.,1.0,1,0,2,1,0,15989,2,50,2840.6667,0,0.1843,0,1542.8333,4.0,0.0,210.0,1733.0,686.0,2020.0,1,34910.5,1050.0,90.0
6418,2,4,45.0,.,2,2643085,32,,1,0,8,1.0,2.0,3.0,2,.,1.0,1,0,4,2,2,24219,3,33,6767.2999,0,0.6035,0,4640.65,3.0,1010.0,420.0,3368.0,1588.0,4921.0,1,117314.1999,4344.0,52.0
6419,2,3,12.0,.,2,2643092,31,1.0,0,0,9,2.0,3.0,3.0,2,.,1.0,1,1,2,1,0,15989,3,29,11587.3333,0,0.9569,0,10940.1667,3.0,590.0,495.0,10105.0,2605.0,8360.0,1,363542.5,4155.0,260.0
6420,0,1,36.0,.,1,2643112,59,,0,0,5,,4.0,,1,.,,2,0,2,2,0,15989,1,.,3467.1,0,.,0,1479.55,1.0,146.0,405.0,3049.0,1640.0,1460.0,8,439.65000000000003,728.0,60.0
6421,1,3,,.,4,2643122,42,,1,0,9,,15.0,,2,.,,1,0,3,1,1,19219,1,.,13497.4618,0,.,0,5992.2309,1.0,3700.0,270.0,5790.0,1824.0,5500.0,1,110365.6927,2877.0,450.0
6422,1,3,12.0,.,8,2643152,77,,1,0,5,,,,0,.,,2,0,3,2,0,18680,1,.,3520.4333,2,0.3347,1,1384.7167,3.0,138.0,696.0,1929.75,497.167,2860.0,1,29556.0,210.0,919.4000000000001
6423,3,2,27.0,.,1,2643162,42,,1,17500,9,2.0,3.0,,1,.,4.0,4,0,2,1,0,15989,1,35,50223.1666,0,0.8488,2,13212.5833,2.0,2875.0,436.0,8793.0,2313.333,6718.0,2,226978.7499,43767.333,2410.0
6424,4,2,,.,1,2643172,63,,0,0,6,,14.0,,1,.,,1,0,1,1,0,12424,1,.,5978.4666,0,0.3472,0,3653.2333,3.0,246.0,375.0,907.0,105.0,5500.0,9,47521.6999,5011.0,435.0
6425,2,2,23.0,.,4,2643182,53,,0,0,8,,5.0,,2,.,,1,0,2,2,0,15989,1,.,6235.6667,0,0.6431,1,4296.3334,1.0,210.0,231.0,2861.0,1506.0,3896.0,1,127359.0001,3151.667,0.0
6426,2,3,24.0,.,1,2643192,60,,1,0,9,2.0,3.0,,1,.,4.0,4,0,4,1,2,24219,2,55,38739.3667,0,0.8196,1,6040.6833,3.0,240.0,900.0,6757.0,4450.333,5110.0,3,201985.05,28646.333,2520.0
6427,4,3,15.0,.,7,2643202,69,,0,0,9,1.0,,,1,.,4.0,4,0,3,2,0,18680,2,69,9549.2667,2,.,1,9450.1334,4.0,243.0,418.0,5116.0,508.333,7927.0,1,3232.0001,6751.0,2802.4
6428,2,2,21.0,.,4,2643212,51,,0,0,6,,14.0,,2,.,,1,0,2,1,0,15989,2,.,3471.5001,0,0.4421,1,2879.25,3.0,210.0,90.0,2624.75,1921.5,3350.0,9,94440.0001,2511.0,9.0
6429,1,1,36.0,.,1,2643252,62,,0,0,9,,4.0,,1,.,,2,0,1,2,0,12424,1,.,3712.3333,0,0.7293,0,2157.6667,1.0,120.0,498.0,1883.0,1184.0,1212.0,8,161530.0,1076.667,850.0
6430,1,3,24.0,.,4,2643262,38,,0,0,9,,3.0,,2,.,,1,0,2,2,0,15989,2,.,13155.8333,0,0.9114,1,8009.4166,3.0,845.0,0.0,4759.5,2428.333,10611.0,1,270592.7499,4914.0,2032.0
6431,4,3,6.0,.,5,2643292,48,,0,0,7,1.0,,13.0,1,.,1.0,1,0,3,2,0,18680,2,47,9380.0,0,0.4499,1,4216.0,4.0,449.0,880.0,3798.0,1816.6670000000001,8450.0,1,80765.0,4449.0,1240.0
6432,3,3,45.0,.,1,2643312,56,,0,0,4,1.0,10.0,,1,.,2.0,2,0,4,2,0,24631,1,58,4898.1667,0,0.2101,0,2222.0834,3.0,303.0,234.0,3115.0,1217.0,2280.0,1,25627.2501,2438.0,0.0
6433,2,3,48.0,.,2,2643322,74,,1,0,9,1.0,3.0,3.0,2,.,1.0,1,0,2,2,0,14430,2,76,9485.4,2,0.082,1,5808.2,3.0,376.0,108.0,3835.0,671.6669999999999,4177.0,1,11680.2,3124.0,2219.4
6434,1,3,45.0,.,8,2643332,53,,0,0,5,,,,0,.,,2,0,1,1,0,12424,2,.,2151.9667,0,0.2731,1,2249.4833,3.0,472.0,249.0,1389.75,1017.5,782.0,1,24443.0,1826.0,783.6999999999999
6435,4,4,17.0,.,3,2643382,50,,1,0,8,2.0,6.0,4.0,3,.,2.0,2,0,4,1,1,25030,2,51,30131.0999,0,0.6022,3,3267.05,2.0,210.0,330.0,4420.0,4601.0,4260.0,1,117093.14989999999,23425.0,2745.0
6436,2,3,51.0,.,7,2643392,77,,1,0,6,,,,1,.,,2,0,2,2,0,14430,1,.,2779.7333,1,0.3996,2,1387.3666,3.0,242.0,522.0,1740.0,562.3330000000001,251.0,1,59237.399900000004,1092.0,746.7
6437,4,4,42.0,.,1,2643402,67,,1,0,9,,3.0,,1,.,,1,0,3,1,1,19219,2,.,9246.2951,1,.,3,18102.1475,1.0,375.0,516.0,5856.0,3289.667,3462.0,1,2754.4426000000003,2366.0,1075.0
6438,1,3,48.0,.,2,2643412,42,,0,0,5,2.0,10.0,10.0,2,.,1.0,1,0,4,1,2,24219,2,37,3834.5,0,0.3352,1,1919.25,3.0,120.0,167.0,2647.0,1621.0,2412.0,1,59527.75,1294.0,0.0
6439,2,3,48.0,.,4,2643432,32,,1,0,9,,3.0,,2,.,,2,0,2,1,0,15989,1,.,12970.1668,0,0.8859,1,5305.5834,3.0,5429.0,480.0,4755.0,2816.667,5688.0,1,254015.7502,7017.0,0.0
6440,2,3,26.0,.,8,2643452,65,,0,0,4,,,,0,.,,1,0,1,2,0,11452,2,.,2610.8,1,.,1,1013.9,2.0,0.0,180.0,1325.0,288.33299999999997,2365.0,1,1259.0,1580.0,309.70000000000005
6441,1,3,,.,8,2643482,50,,0,0,3,2.0,,,0,.,1.0,1,0,2,1,0,15989,1,57,1944.6333,0,0.149,0,839.3167,3.0,2.0,40.0,1302.25,600.1669999999999,780.0,1,14584.0,642.0,453.70000000000005
6442,0,.,17.0,.,7,2643492,37,,.,0,7,,,,2,.,,1,0,5,2,1,30135,.,.,3832.5,0,.,0,2422.25,2.0,0.0,1065.0,3361.0,338.333,3382.0,1,402.75,1866.667,0.0
6443,1,1,12.0,.,1,2643502,30,1.0,0,0,9,,5.0,,1,.,,1,0,1,1,0,12424,1,.,8320.6667,0,0.6987,0,4780.8334,3.0,366.0,0.0,4057.0,2505.0,8138.0,8,151434.5001,2217.333,475.0
6444,1,1,6.0,.,1,2643512,72,1.0,1,0,9,,3.0,,1,.,,1,0,1,2,0,11452,2,.,22755.7617,1,0.7651,1,9284.3809,4.0,1901.0,218.0,18697.0,6417.0,4571.0,2,89989.4426,1973.333,4900.7
6445,4,3,12.0,.,3,2643522,47,1.0,0,0,8,2.0,15.0,9.0,3,.,1.0,1,0,3,1,0,18680,2,48,4413.7666,0,0.4866,2,2797.8833,3.0,243.0,450.0,2633.75,1401.8329999999999,3060.0,1,89110.89989999999,2373.0,0.0
6446,1,2,6.0,.,8,2643552,18,,0,0,1,,,,0,.,,1,0,2,1,1,16460,2,.,3207.6667,0,.,1,2252.3333,4.0,346.0,262.0,1634.0,3694.333,4980.0,1,0.0,1760.0,0.0
6447,2,3,48.0,.,2,2643602,52,,1,0,6,2.0,14.0,10.0,2,.,1.0,1,0,2,1,0,15989,1,57,3883.2001,0,.,0,1714.6,3.0,240.0,387.0,1394.0,244.333,2262.0,1,591.8000999999999,1796.0,700.0
6448,1,2,6.0,.,1,2643612,47,,0,0,2,,11.0,,1,.,,1,0,2,2,0,15989,1,.,3011.5001,1,0.0725,0,2718.75,4.0,0.0,104.0,2104.0,1206.0,1360.0,8,18172.250099999997,1670.0,1506.0
6449,2,2,22.0,.,2,2643642,37,,0,0,9,2.0,8.0,1.0,2,.,1.0,1,0,3,1,1,19219,1,36,8552.5001,0,0.8422,1,3922.25,3.0,1079.0,780.0,4027.0,742.0,4292.0,1,220084.7501,2933.0,1290.0
6450,0,1,17.0,0,8,2643655,54,,0,0,3,,,,0,.,,2,0,1,2,0,12424,1,.,2358.6667,0,0.0896,0,1118.3333,2.0,0.0,281.0,806.0,344.0,4430.0,8,10313.0,0.0,63.0
6451,2,4,13.0,.,8,2643672,80,,0,0,8,2.0,,,0,.,1.0,1,0,2,1,0,14430,3,79,6881.4333,2,0.5494,1,2904.7167,3.0,210.0,348.0,2406.75,1341.5,5556.0,1,51266.0,1177.0,1977.3999999999999
6452,2,3,55.0,.,4,2643692,38,,0,0,9,,13.0,,2,.,,1,0,5,1,3,28496,1,.,10503.3332,0,0.8195,2,5152.1666,2.0,1232.0,360.0,4447.0,1889.0,8416.0,1,194541.4998,4648.0,35.0
6453,2,4,,.,4,2643712,42,,0,0,9,,3.0,,2,.,,1,0,2,2,0,15989,3,.,8278.4999,0,0.8786,2,4565.25,3.0,285.0,0.0,5473.5,3865.0,2020.0,1,246853.2499,5229.0,600.0
6454,7,3,,.,8,2643732,60,,0,0,7,,,,0,.,,1,0,3,2,0,18680,2,.,4951.6,2,0.5311,5,2376.8,2.0,0.0,117.0,2641.0,338.333,3073.0,1,49718.0,791.0,1823.3999999999999
6455,3,2,41.0,.,2,2643762,53,,0,0,9,1.0,4.0,4.0,2,.,1.0,1,0,2,2,0,15989,1,54,4867.6666,0,0.6846,1,4120.8333,4.0,693.0,144.0,1631.5,317.33299999999997,2536.0,1,146280.9999,4742.0,77.0
6456,1,5,47.0,.,1,2643772,42,,0,0,5,,10.0,,1,.,,2,0,1,2,0,12424,2,.,5127.5,0,0.2936,1,2006.75,3.0,579.0,765.0,2360.0,405.0,2498.0,1,52497.25,1594.0,648.0
6457,6,4,18.0,.,2,2643782,49,1.0,0,0,9,1.0,10.0,10.0,2,.,1.0,1,0,3,2,1,19219,3,54,7287.3333,0,0.8467,5,10998.6666,2.0,1666.0,343.0,9821.0,1000.3330000000001,4634.0,1,222103.9999,4477.0,200.0
6458,1,2,34.0,.,8,2643812,71,,0,0,6,,,,0,.,,1,0,1,2,0,11452,2,.,3604.8,1,.,1,2142.4,1.0,566.0,273.0,1972.5,630.0,2344.0,2,1259.0,1224.333,556.7
6459,0,3,39.0,.,7,2643822,55,,0,0,2,,,,1,.,,2,0,4,2,2,24219,2,.,3089.0999,0,.,0,1612.55,2.0,0.0,0.0,2476.0,1100.0,3452.0,1,119.6499,805.0,0.0
6460,3,2,,.,5,2643832,51,,0,0,8,1.0,,13.0,1,.,1.0,1,0,4,2,2,24219,1,34,8699.1333,0,0.6439,1,5413.5667,3.0,1016.0,1026.0,2037.0,152.667,9470.0,1,117581.5,7488.0,437.70000000000005
6461,2,2,1.0,.,4,2643842,21,1.0,0,0,9,,3.0,,2,.,,2,0,2,1,0,15989,2,.,7162.0,0,0.9004,2,3158.5,3.0,360.0,350.0,3300.0,1475.0,3960.0000000000005,8,266524.5,2810.0,551.0
6462,1,3,,.,1,2643852,31,,0,0,6,,1.0,,1,.,,1,0,3,2,2,19243,2,.,12275.1667,0,0.3463,0,3743.5833,3.0,1807.0,588.0,3957.0,1705.0,2783.0,1,60745.75,8628.0,0.0
6463,5,3,26.0,.,6,2643862,60,,1,0,9,2.0,,1.0,2,.,1.0,1,0,3,1,0,18680,2,53,15183.6666,0,0.7839,3,8089.8333,2.0,444.0,641.0,5552.75,3190.5,5077.0,1,182816.7499,4824.0,1446.0
6464,3,3,45.0,.,4,2643872,29,,0,0,9,,15.0,,4,.,,1,0,4,1,0,24631,2,.,10494.6667,0,0.8503,1,6002.3333,3.0,225.0,460.0,3810.0,1046.0,7800.0,1,226142.0,12850.0,0.0
